"date","price","reference","month","week"
2018-06-11,20.62,"http://www.carbonnews.co.nz/story.asp?storyID=14606","2018-06","2018-W24"
2018-06-12,20.55,"http://www.carbonnews.co.nz/story.asp?storyID=14614","2018-06","2018-W24"
2018-06-13,20.5,"http://www.carbonnews.co.nz/story.asp?storyID=14622","2018-06","2018-W24"
2018-06-14,20.55,"http://www.carbonnews.co.nz/story.asp?storyID=14631","2018-06","2018-W24"
2018-06-15,20.45,"http://www.carbonnews.co.nz/story.asp?storyID=14639","2018-06","2018-W24"
2018-06-18,20.42,"http://www.carbonnews.co.nz/story.asp?storyID=14648","2018-06","2018-W25"
2018-06-19,20.45,"http://www.carbonnews.co.nz/story.asp?storyID=14656","2018-06","2018-W25"
2018-06-20,20.5,"http://www.carbonnews.co.nz/story.asp?storyID=14666","2018-06","2018-W25"
2018-06-21,20.52,"http://www.carbonnews.co.nz/story.asp?storyID=14673","2018-06","2018-W25"
2018-06-22,20.55,"http://www.carbonnews.co.nz/story.asp?storyID=14681","2018-06","2018-W25"
2018-06-25,20.8,"http://www.carbonnews.co.nz/story.asp?storyID=14689","2018-06","2018-W26"
2018-06-26,20.75,"http://www.carbonnews.co.nz/story.asp?storyID=14697","2018-06","2018-W26"
2018-06-27,20.9,"http://www.carbonnews.co.nz/story.asp?storyID=14705","2018-06","2018-W26"
2018-06-28,20.92,"http://www.carbonnews.co.nz/story.asp?storyID=14713","2018-06","2018-W26"
2018-06-29,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14722","2018-06","2018-W26"
2018-07-02,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14729","2018-07","2018-W27"
2018-07-03,21.17,"http://www.carbonnews.co.nz/story.asp?storyID=14737","2018-07","2018-W27"
2018-07-04,21.45,"http://www.carbonnews.co.nz/story.asp?storyID=14745","2018-07","2018-W27"
2018-07-06,21.55,"http://www.carbonnews.co.nz/story.asp?storyID=14761","2018-07","2018-W27"
2018-07-09,21.55,"http://www.carbonnews.co.nz/story.asp?storyID=14772","2018-07","2018-W28"
2018-07-11,21.65,"http://www.carbonnews.co.nz/story.asp?storyID=14787","2018-07","2018-W28"
2018-07-12,21.8,"http://www.carbonnews.co.nz/story.asp?storyID=14795","2018-07","2018-W28"
2018-07-13,21.8,"http://www.carbonnews.co.nz/story.asp?storyID=14804","2018-07","2018-W28"
2018-07-16,22,"http://www.carbonnews.co.nz/story.asp?storyID=14812","2018-07","2018-W29"
2018-07-17,21.95,"http://www.carbonnews.co.nz/story.asp?storyID=14820","2018-07","2018-W29"
2018-07-18,22.2,"http://www.carbonnews.co.nz/story.asp?storyID=14828","2018-07","2018-W29"
2018-07-19,22.4,"http://www.carbonnews.co.nz/story.asp?storyID=14838","2018-07","2018-W29"
2018-07-20,22.5,"http://www.carbonnews.co.nz/story.asp?storyID=14846","2018-07","2018-W29"
2018-07-23,22.6,"http://www.carbonnews.co.nz/story.asp?storyID=14852","2018-07","2018-W30"
2018-07-24,22.65,"http://www.carbonnews.co.nz/story.asp?storyID=14860","2018-07","2018-W30"
2018-07-25,22.85,"http://www.carbonnews.co.nz/story.asp?storyID=14868","2018-07","2018-W30"
2018-07-26,23,"http://www.carbonnews.co.nz/story.asp?storyID=14877","2018-07","2018-W30"
2018-07-27,22.8,"http://www.carbonnews.co.nz/story.asp?storyID=14885","2018-07","2018-W30"
2018-07-30,22.75,"http://www.carbonnews.co.nz/story.asp?storyID=14893","2018-07","2018-W31"
2018-07-31,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=14902","2018-07","2018-W31"
2018-08-01,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=14911","2018-08","2018-W31"
2018-08-02,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=14919","2018-08","2018-W31"
2018-08-03,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=14927","2018-08","2018-W31"
2018-08-06,22.65,"http://www.carbonnews.co.nz/story.asp?storyID=14935","2018-08","2018-W32"
2018-08-08,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=14951","2018-08","2018-W32"
2018-08-09,22.75,"http://www.carbonnews.co.nz/story.asp?storyID=14962","2018-08","2018-W32"
2018-08-10,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=14970","2018-08","2018-W32"
2018-08-13,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=14978","2018-08","2018-W33"
2018-08-14,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=14986","2018-08","2018-W33"
2018-08-15,23.85,"http://www.carbonnews.co.nz/story.asp?storyID=14996","2018-08","2018-W33"
2018-08-16,24.2,"http://www.carbonnews.co.nz/story.asp?storyID=15004","2018-08","2018-W33"
2018-08-17,24.17,"http://www.carbonnews.co.nz/story.asp?storyID=15012","2018-08","2018-W33"
2018-08-20,24.4,"http://www.carbonnews.co.nz/story.asp?storyID=15020","2018-08","2018-W34"
2018-08-21,24.3,"http://www.carbonnews.co.nz/story.asp?storyID=15028","2018-08","2018-W34"
2018-08-22,24.55,"http://www.carbonnews.co.nz/story.asp?storyID=15036","2018-08","2018-W34"
2018-08-23,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=15036","2018-08","2018-W34"
2018-08-24,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=15036","2018-08","2018-W34"
2018-08-27,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=15060","2018-08","2018-W35"
2018-08-28,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=15068","2018-08","2018-W35"
2018-08-29,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15076","2018-08","2018-W35"
2018-08-30,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15084","2018-08","2018-W35"
2018-08-31,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15092","2018-08","2018-W35"
2018-09-03,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15100","2018-09","2018-W36"
2018-09-04,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=15108","2018-09","2018-W36"
2018-09-05,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15117","2018-09","2018-W36"
2018-09-06,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15124","2018-09","2018-W36"
2018-09-07,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15132","2018-09","2018-W36"
2018-09-10,25.12,"http://www.carbonnews.co.nz/story.asp?storyID=15140","2018-09","2018-W37"
2018-09-11,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=15148","2018-09","2018-W37"
2018-09-12,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15157","2018-09","2018-W37"
2018-09-13,25.06,"http://www.carbonnews.co.nz/story.asp?storyID=15166","2018-09","2018-W37"
2018-09-14,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15174","2018-09","2018-W37"
2018-09-17,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=15182","2018-09","2018-W38"
2018-09-19,25,"http://www.carbonnews.co.nz/story.asp?storyID=15198","2018-09","2018-W38"
2018-09-20,25.06,"http://www.carbonnews.co.nz/story.asp?storyID=15206","2018-09","2018-W38"
2018-09-21,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15214","2018-09","2018-W38"
2018-09-24,25.06,"http://www.carbonnews.co.nz/story.asp?storyID=15223","2018-09","2018-W39"
2018-09-26,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15239","2018-09","2018-W39"
2018-09-27,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15247","2018-09","2018-W39"
2018-09-28,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15256","2018-09","2018-W39"
2018-10-01,25,"http://www.carbonnews.co.nz/story.asp?storyID=15263","2018-10","2018-W40"
2018-10-02,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15271","2018-10","2018-W40"
2018-10-03,25,"http://www.carbonnews.co.nz/story.asp?storyID=15280","2018-10","2018-W40"
2018-10-04,25,"http://www.carbonnews.co.nz/story.asp?storyID=15287","2018-10","2018-W40"
2018-10-05,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15295","2018-10","2018-W40"
2018-10-08,25.12,"http://www.carbonnews.co.nz/story.asp?storyID=15303","2018-10","2018-W41"
2018-10-09,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=15312","2018-10","2018-W41"
2018-10-10,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=15322","2018-10","2018-W41"
2018-10-11,25.27,"http://www.carbonnews.co.nz/story.asp?storyID=15334","2018-10","2018-W41"
2018-10-12,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=15338","2018-10","2018-W41"
2018-10-15,25.11,"http://www.carbonnews.co.nz/story.asp?storyID=15346","2018-10","2018-W42"
2018-10-16,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=15354","2018-10","2018-W42"
2018-10-17,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15362","2018-10","2018-W42"
2018-10-18,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15369","2018-10","2018-W42"
2018-10-19,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15377","2018-10","2018-W42"
2018-10-23,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15386","2018-10","2018-W43"
2018-10-24,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15394","2018-10","2018-W43"
2018-10-25,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15403","2018-10","2018-W43"
2018-10-26,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15410","2018-10","2018-W43"
2018-10-29,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15417","2018-10","2018-W44"
2018-10-30,25.12,"http://www.carbonnews.co.nz/story.asp?storyID=15424","2018-10","2018-W44"
2018-10-31,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15432","2018-10","2018-W44"
2018-11-01,25,"http://www.carbonnews.co.nz/story.asp?storyID=15440","2018-11","2018-W44"
2018-11-02,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=15447","2018-11","2018-W44"
2018-11-05,25.03,"http://www.carbonnews.co.nz/story.asp?storyID=15456","2018-11","2018-W45"
2018-11-06,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15463","2018-11","2018-W45"
2018-11-07,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15471","2018-11","2018-W45"
2018-11-09,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15486","2018-11","2018-W45"
2018-11-12,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15495","2018-11","2018-W46"
2018-11-13,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15502","2018-11","2018-W46"
2018-11-14,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15510","2018-11","2018-W46"
2018-11-15,24.97,"http://www.carbonnews.co.nz/story.asp?storyID=15518","2018-11","2018-W46"
2018-11-16,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=15526","2018-11","2018-W46"
2018-11-19,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=15534","2018-11","2018-W47"
2018-11-20,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=15542","2018-11","2018-W47"
2018-11-21,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15551","2018-11","2018-W47"
2018-11-22,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15559","2018-11","2018-W47"
2018-11-23,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=15566","2018-11","2018-W47"
2018-11-26,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15574","2018-11","2018-W48"
2018-11-27,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=15582","2018-11","2018-W48"
2018-11-28,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=15590","2018-11","2018-W48"
2018-11-29,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=15598","2018-11","2018-W48"
2018-11-30,25,"http://www.carbonnews.co.nz/story.asp?storyID=15606","2018-11","2018-W48"
2018-12-03,25,"http://www.carbonnews.co.nz/story.asp?storyID=15613","2018-12","2018-W49"
2018-12-05,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=15634","2018-12","2018-W49"
2018-12-06,25.01,"http://www.carbonnews.co.nz/story.asp?storyID=15639","2018-12","2018-W49"
2018-12-07,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15646","2018-12","2018-W49"
2018-12-10,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=15654","2018-12","2018-W50"
2018-12-11,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15663","2018-12","2018-W50"
2018-12-12,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=15670","2018-12","2018-W50"
2018-12-13,25.85,"http://www.carbonnews.co.nz/story.asp?storyID=15680","2018-12","2018-W50"
2018-12-14,25.85,"http://www.carbonnews.co.nz/story.asp?storyID=15688","2018-12","2018-W50"
2018-12-17,25.8,"http://www.carbonnews.co.nz/story.asp?storyID=15696","2018-12","2018-W51"
2018-12-18,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=15704","2018-12","2018-W51"
2018-12-19,24.82,"http://www.carbonnews.co.nz/story.asp?storyID=15713","2018-12","2018-W51"
2018-12-20,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=15719","2018-12","2018-W51"
2018-12-21,24,"http://www.carbonnews.co.nz/story.asp?storyID=15726","2018-12","2018-W51"
2019-01-24,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15750","2019-01","2019-W04"
2019-01-25,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15758","2019-01","2019-W04"
2019-01-29,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15766","2019-01","2019-W05"
2019-01-30,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15774","2019-01","2019-W05"
2019-01-31,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=15783","2019-01","2019-W05"
2019-02-01,25,"http://www.carbonnews.co.nz/story.asp?storyID=15791","2019-02","2019-W05"
2019-02-04,25,"http://www.carbonnews.co.nz/story.asp?storyID=15798","2019-02","2019-W06"
2019-02-05,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15806","2019-02","2019-W06"
2019-02-07,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=15814","2019-02","2019-W06"
2019-02-08,25,"http://www.carbonnews.co.nz/story.asp?storyID=15822","2019-02","2019-W06"
2019-02-11,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=15831","2019-02","2019-W07"
2019-02-13,25.3,"http://www.carbonnews.co.nz/story.asp?storyID=15848","2019-02","2019-W07"
2019-02-15,25.3,"http://www.carbonnews.co.nz/story.asp?storyID=15865","2019-02","2019-W07"
2019-02-18,25.22,"http://www.carbonnews.co.nz/story.asp?storyID=15872","2019-02","2019-W08"
2019-02-19,25.3,"http://www.carbonnews.co.nz/story.asp?storyID=15881","2019-02","2019-W08"
2019-02-20,25.3,"http://www.carbonnews.co.nz/story.asp?storyID=15888","2019-02","2019-W08"
2019-02-21,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=15896","2019-02","2019-W08"
2019-02-28,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=15936","2019-02","2019-W09"
2019-03-01,25.2,"http://www.carbonnews.co.nz/story.asp?storyID=15944","2019-03","2019-W09"
2019-03-04,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=15952","2019-03","2019-W10"
2019-03-05,25.2,"http://www.carbonnews.co.nz/story.asp?storyID=15960","2019-03","2019-W10"
2019-03-06,25.12,"http://www.carbonnews.co.nz/story.asp?storyID=15968","2019-03","2019-W10"
2019-03-07,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=15976","2019-03","2019-W10"
2019-03-08,25.2,"http://www.carbonnews.co.nz/story.asp?storyID=15984","2019-03","2019-W10"
2019-03-11,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=15992","2019-03","2019-W11"
2019-03-12,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=16000","2019-03","2019-W11"
2019-03-13,25.3,"http://www.carbonnews.co.nz/story.asp?storyID=16009","2019-03","2019-W11"
2019-03-14,25.4,"http://www.carbonnews.co.nz/story.asp?storyID=16017","2019-03","2019-W11"
2019-03-15,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16026","2019-03","2019-W11"
2019-03-18,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16036","2019-03","2019-W12"
2019-03-19,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16044","2019-03","2019-W12"
2019-03-20,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16052","2019-03","2019-W12"
2019-03-21,25.57,"http://www.carbonnews.co.nz/story.asp?storyID=16060","2019-03","2019-W12"
2019-03-22,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16068","2019-03","2019-W12"
2019-03-25,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16076","2019-03","2019-W13"
2019-03-26,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16084","2019-03","2019-W13"
2019-03-27,25.6,"http://www.carbonnews.co.nz/story.asp?storyID=16093","2019-03","2019-W13"
2019-03-28,25.6,"http://www.carbonnews.co.nz/story.asp?storyID=16102","2019-03","2019-W13"
2019-03-29,25.67,"http://www.carbonnews.co.nz/story.asp?storyID=16109","2019-03","2019-W13"
2019-04-01,25.7,"http://www.carbonnews.co.nz/story.asp?storyID=16117","2019-04","2019-W14"
2019-04-02,25.75,"http://www.carbonnews.co.nz/story.asp?storyID=16125","2019-04","2019-W14"
2019-04-03,25.7,"http://www.carbonnews.co.nz/story.asp?storyID=16133","2019-04","2019-W14"
2019-04-04,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16142","2019-04","2019-W14"
2019-04-05,25.62,"http://www.carbonnews.co.nz/story.asp?storyID=16149","2019-04","2019-W14"
2019-04-08,25.63,"http://www.carbonnews.co.nz/story.asp?storyID=16157","2019-04","2019-W15"
2019-04-09,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16165","2019-04","2019-W15"
2019-04-11,25.62,"http://www.carbonnews.co.nz/story.asp?storyID=16181","2019-04","2019-W15"
2019-04-12,25.62,"http://www.carbonnews.co.nz/story.asp?storyID=16189","2019-04","2019-W15"
2019-04-15,25.62,"http://www.carbonnews.co.nz/story.asp?storyID=16197","2019-04","2019-W16"
2019-04-16,25.6,"http://www.carbonnews.co.nz/story.asp?storyID=16205","2019-04","2019-W16"
2019-04-17,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16213","2019-04","2019-W16"
2019-04-18,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16221","2019-04","2019-W16"
2019-04-23,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16229","2019-04","2019-W17"
2019-04-24,25.62,"http://www.carbonnews.co.nz/story.asp?storyID=16237","2019-04","2019-W17"
2019-04-26,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16245","2019-04","2019-W17"
2019-04-30,25.65,"http://www.carbonnews.co.nz/story.asp?storyID=16263","2019-04","2019-W18"
2019-05-02,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16279","2019-05","2019-W18"
2019-05-03,25.5,"http://www.carbonnews.co.nz/story.asp?storyID=16286","2019-05","2019-W18"
2019-05-06,25.35,"http://www.carbonnews.co.nz/story.asp?storyID=16293","2019-05","2019-W19"
2019-05-07,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16301","2019-05","2019-W19"
2019-05-08,25.5,"http://www.carbonnews.co.nz/story.asp?storyID=16309","2019-05","2019-W19"
2019-05-10,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16324","2019-05","2019-W19"
2019-05-13,25.55,"http://www.carbonnews.co.nz/story.asp?storyID=16332","2019-05","2019-W20"
2019-05-14,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16339","2019-05","2019-W20"
2019-05-15,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16348","2019-05","2019-W20"
2019-05-16,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16356","2019-05","2019-W20"
2019-05-17,25.45,"http://www.carbonnews.co.nz/story.asp?storyID=16364","2019-05","2019-W20"
2019-05-20,25.37,"http://www.carbonnews.co.nz/story.asp?storyID=16374","2019-05","2019-W21"
2019-05-21,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=16382","2019-05","2019-W21"
2019-05-22,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=16390","2019-05","2019-W21"
2019-05-23,25.15,"http://www.carbonnews.co.nz/story.asp?storyID=16400","2019-05","2019-W21"
2019-05-24,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=16408","2019-05","2019-W21"
2019-05-27,25.07,"http://www.carbonnews.co.nz/story.asp?storyID=16417","2019-05","2019-W22"
2019-05-28,25.07,"http://www.carbonnews.co.nz/story.asp?storyID=16425","2019-05","2019-W22"
2019-05-29,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=16434","2019-05","2019-W22"
2019-05-30,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=16441","2019-05","2019-W22"
2019-05-31,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=16450","2019-05","2019-W22"
2019-06-04,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=16460","2019-06","2019-W23"
2019-06-05,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=16468","2019-06","2019-W23"
2019-06-06,24.55,"http://www.carbonnews.co.nz/story.asp?storyID=16476","2019-06","2019-W23"
2019-06-07,24.2,"http://www.carbonnews.co.nz/story.asp?storyID=16483","2019-06","2019-W23"
2019-06-10,24.3,"http://www.carbonnews.co.nz/story.asp?storyID=16491","2019-06","2019-W24"
2019-06-11,24.3,"http://www.carbonnews.co.nz/story.asp?storyID=16499","2019-06","2019-W24"
2019-06-12,24.15,"http://www.carbonnews.co.nz/story.asp?storyID=16507","2019-06","2019-W24"
2019-06-13,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=16516","2019-06","2019-W24"
2019-06-14,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=16525","2019-06","2019-W24"
2019-06-17,24.15,"http://www.carbonnews.co.nz/story.asp?storyID=16534","2019-06","2019-W25"
2019-06-18,23.25,"http://www.carbonnews.co.nz/story.asp?storyID=16543","2019-06","2019-W25"
2019-06-19,23.2,"http://www.carbonnews.co.nz/story.asp?storyID=16551","2019-06","2019-W25"
2019-06-20,23.5,"http://www.carbonnews.co.nz/story.asp?storyID=16559","2019-06","2019-W25"
2019-06-21,23.62,"http://www.carbonnews.co.nz/story.asp?storyID=16567","2019-06","2019-W25"
2019-06-24,23.65,"http://www.carbonnews.co.nz/story.asp?storyID=16575","2019-06","2019-W26"
2019-06-25,23.5,"http://www.carbonnews.co.nz/story.asp?storyID=16583","2019-06","2019-W26"
2019-06-26,23,"http://www.carbonnews.co.nz/story.asp?storyID=16591","2019-06","2019-W26"
2019-06-27,23.9,"http://www.carbonnews.co.nz/story.asp?storyID=16598","2019-06","2019-W26"
2019-06-28,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16606","2019-06","2019-W26"
2019-07-01,23.15,"http://www.carbonnews.co.nz/story.asp?storyID=16616","2019-07","2019-W27"
2019-07-02,23.07,"http://www.carbonnews.co.nz/story.asp?storyID=16623","2019-07","2019-W27"
2019-07-03,23.07,"http://www.carbonnews.co.nz/story.asp?storyID=16631","2019-07","2019-W27"
2019-07-04,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16639","2019-07","2019-W27"
2019-07-05,23.05,"http://www.carbonnews.co.nz/story.asp?storyID=16647","2019-07","2019-W27"
2019-07-08,22.95,"http://www.carbonnews.co.nz/story.asp?storyID=16654","2019-07","2019-W28"
2019-07-09,22.87,"http://www.carbonnews.co.nz/story.asp?storyID=16663","2019-07","2019-W28"
2019-07-10,23,"http://www.carbonnews.co.nz/story.asp?storyID=16671","2019-07","2019-W28"
2019-07-11,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16681","2019-07","2019-W28"
2019-07-12,23.05,"http://www.carbonnews.co.nz/story.asp?storyID=16690","2019-07","2019-W28"
2019-07-15,22.9,"http://www.carbonnews.co.nz/story.asp?storyID=16698","2019-07","2019-W29"
2019-07-16,22.95,"http://www.carbonnews.co.nz/story.asp?storyID=16707","2019-07","2019-W29"
2019-07-17,23,"http://www.carbonnews.co.nz/story.asp?storyID=16718","2019-07","2019-W29"
2019-07-18,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16726","2019-07","2019-W29"
2019-07-19,23.22,"http://www.carbonnews.co.nz/story.asp?storyID=16735","2019-07","2019-W29"
2019-07-22,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16744","2019-07","2019-W30"
2019-07-23,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16751","2019-07","2019-W30"
2019-07-24,23.07,"http://www.carbonnews.co.nz/story.asp?storyID=16759","2019-07","2019-W30"
2019-07-25,23.1,"http://www.carbonnews.co.nz/story.asp?storyID=16768","2019-07","2019-W30"
2019-07-26,23.15,"http://www.carbonnews.co.nz/story.asp?storyID=16777","2019-07","2019-W30"
2019-07-29,23.3,"http://www.carbonnews.co.nz/story.asp?storyID=16784","2019-07","2019-W31"
2019-07-30,23.5,"http://www.carbonnews.co.nz/story.asp?storyID=16792","2019-07","2019-W31"
2019-07-31,23.6,"http://www.carbonnews.co.nz/story.asp?storyID=16802","2019-07","2019-W31"
2019-08-01,23.85,"http://www.carbonnews.co.nz/story.asp?storyID=16811","2019-08","2019-W31"
2019-08-02,23.72,"http://www.carbonnews.co.nz/story.asp?storyID=16819","2019-08","2019-W31"
2019-08-05,23.9,"http://www.carbonnews.co.nz/story.asp?storyID=16827","2019-08","2019-W32"
2019-08-06,23.7,"http://www.carbonnews.co.nz/story.asp?storyID=16836","2019-08","2019-W32"
2019-08-07,23.65,"http://www.carbonnews.co.nz/story.asp?storyID=16845","2019-08","2019-W32"
2019-08-08,23.7,"http://www.carbonnews.co.nz/story.asp?storyID=16853","2019-08","2019-W32"
2019-08-09,23.9,"http://www.carbonnews.co.nz/story.asp?storyID=16861","2019-08","2019-W32"
2019-08-13,24.35,"http://www.carbonnews.co.nz/story.asp?storyID=16877","2019-08","2019-W33"
2019-08-14,24.35,"http://www.carbonnews.co.nz/story.asp?storyID=16885","2019-08","2019-W33"
2019-08-16,24.3,"http://www.carbonnews.co.nz/story.asp?storyID=16900","2019-08","2019-W33"
2019-08-20,24.35,"http://www.carbonnews.co.nz/story.asp?storyID=16916","2019-08","2019-W34"
2019-08-21,24.3,"http://www.carbonnews.co.nz/story.asp?storyID=16924","2019-08","2019-W34"
2019-08-22,24.25,"http://www.carbonnews.co.nz/story.asp?storyID=16932","2019-08","2019-W34"
2019-08-23,24.4,"http://www.carbonnews.co.nz/story.asp?storyID=16940","2019-08","2019-W34"
2019-08-26,24.6,"http://www.carbonnews.co.nz/story.asp?storyID=16949","2019-08","2019-W35"
2019-08-27,24.6,"http://www.carbonnews.co.nz/story.asp?storyID=16957","2019-08","2019-W35"
2019-08-28,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=16965","2019-08","2019-W35"
2019-08-29,24.62,"http://www.carbonnews.co.nz/story.asp?storyID=16973","2019-08","2019-W35"
2019-08-30,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=16981","2019-08","2019-W35"
2019-09-03,24.88,"http://www.carbonnews.co.nz/story.asp?storyID=16997","2019-09","2019-W36"
2019-09-06,25.07,"http://www.carbonnews.co.nz/story.asp?storyID=17022","2019-09","2019-W36"
2019-09-09,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=17030","2019-09","2019-W37"
2019-09-10,25,"http://www.carbonnews.co.nz/story.asp?storyID=17038","2019-09","2019-W37"
