"date","price","reference","month","week"
2015-07-03,6.87,"http://carbon-pulse.com/5906/","2015-07","2015-W27"
2015-07-10,7.05,"http://carbon-pulse.com/6210/","2015-07","2015-W28"
2015-07-17,7,"http://carbon-pulse.com/6584/","2015-07","2015-W29"
2015-07-24,6.85,"http://carbon-pulse.com/6870/","2015-07","2015-W30"
2015-07-31,6.85,"http://carbon-pulse.com/7160/","2015-07","2015-W31"
2015-08-07,6.9,"http://carbon-pulse.com/7399/","2015-08","2015-W32"
2015-08-14,6.92,"http://carbon-pulse.com/7632/","2015-08","2015-W33"
2015-08-21,6.9,"http://carbon-pulse.com/7915/","2015-08","2015-W34"
2015-08-28,6.75,"http://carbon-pulse.com/8195/","2015-08","2015-W35"
2015-09-04,6.85,"http://carbon-pulse.com/8500/","2015-09","2015-W36"
2015-09-11,6.7,"http://carbon-pulse.com/8770/","2015-09","2015-W37"
2015-09-18,6.7,"http://carbon-pulse.com/9051/","2015-09","2015-W38"
2015-09-25,6.57,"http://carbon-pulse.com/9383/","2015-09","2015-W39"
2015-09-28,6.65,"http://www.carbonnews.co.nz/story.asp?storyID=9105","2015-09","2015-W40"
2015-10-02,6.75,"http://carbon-pulse.com/9851/","2015-10","2015-W40"
2015-10-09,6.8,"http://carbon-pulse.com/10155/","2015-10","2015-W41"
2015-10-16,6.9,"http://carbon-pulse.com/10510/","2015-10","2015-W42"
2015-10-23,7.1,"http://carbon-pulse.com/10918/","2015-10","2015-W43"
2015-10-30,7.1,"http://carbon-pulse.com/11185/","2015-10","2015-W44"
2015-11-03,7.2,"http://carbon-pulse.com/11362/","2015-11","2015-W45"
2015-11-06,7.25,"http://carbon-pulse.com/11520/","2015-11","2015-W45"
2015-11-13,7.5,"http://carbon-pulse.com/11915/","2015-11","2015-W46"
2015-11-20,7.7,"http://carbon-pulse.com/12200/","2015-11","2015-W47"
2015-11-25,8.2,"http://carbon-pulse.com/12483/","2015-11","2015-W48"
2015-11-27,8.32,"http://carbon-pulse.com/12585/","2015-11","2015-W48"
2015-11-30,8.55,"http://www.ecosystemmarketplace.com/articles/new-zealand-seeks-to-reform-a-floundering-emissions-trading-program/","2015-11","2015-W49"
2015-12-04,8.55,"http://carbon-pulse.com/12853/","2015-12","2015-W49"
2015-12-09,8.7,"http://www.carbonnews.co.nz/story.asp?storyID=9313","2015-12","2015-W50"
2015-12-11,8.9,"http://carbon-pulse.com/13240/","2015-12","2015-W50"
2015-12-17,9.22,"http://www.carbonnews.co.nz/story.asp?storyID=9337","2015-12","2015-W51"
2015-12-18,9.4,"http://carbon-pulse.com/13526/","2015-12","2015-W51"
2016-01-20,9.65,"http://www.carbonnews.co.nz/story.asp?storyID=9356","2016-01","2016-W03"
2016-01-21,9.6,"http://www.carbonnews.co.nz/story.asp?storyID=9357","2016-01","2016-W03"
2016-01-22,9.57,"http://www.carbonnews.co.nz/story.asp?storyID=9358","2016-01","2016-W03"
2016-01-25,9.6,"http://www.carbonnews.co.nz/story.asp?storyID=9375","2016-01","2016-W04"
2016-01-27,9.55,"http://www.carbonnews.co.nz/story.asp?storyID=9376","2016-01","2016-W04"
2016-01-28,9.5,"http://www.carbonnews.co.nz/story.asp?storyID=9378","2016-01","2016-W04"
2016-02-01,9.5,"http://www.carbonnews.co.nz/story.asp?storyID=9389","2016-02","2016-W05"
2016-02-03,9.52,"http://www.carbonnews.co.nz/story.asp?storyID=9395","2016-02","2016-W05"
2016-02-08,9.47,"http://www.carbonnews.co.nz/story.asp?storyID=9412","2016-02","2016-W06"
2016-02-11,9.3,"http://www.carbonnews.co.nz/story.asp?storyID=9418","2016-02","2016-W06"
2016-02-16,9.25,"http://www.carbonnews.co.nz/story.asp?storyID=9445","2016-02","2016-W07"
2016-02-17,9.35,"http://www.carbonnews.co.nz/story.asp?storyID=9446","2016-02","2016-W07"
2016-02-18,9.15,"http://www.carbonnews.co.nz/story.asp?storyID=9447","2016-02","2016-W07"
2016-03-04,10.05,"http://www.carbonnews.co.nz/story.asp?storyID=9587","2016-03","2016-W09"
2016-03-11,11,"http://www.carbonnews.co.nz/story.asp?storyID=9690","2016-03","2016-W10"
2016-03-23,11.05,"http://www.carbonnews.co.nz/story.asp?storyID=9740","2016-03","2016-W12"
2016-03-30,11.07,"http://www.carbonnews.co.nz/story.asp?storyID=9765","2016-03","2016-W13"
2016-04-01,11.05,"http://www.carbonnews.co.nz/story.asp?storyID=9783","2016-04","2016-W13"
2016-04-06,11.85,"http://www.carbonnews.co.nz/story.asp?storyID=9834","2016-04","2016-W14"
2016-04-08,12,"http://www.carbonnews.co.nz/story.asp?storyID=9840","2016-04","2016-W14"
2016-04-15,13.55,"http://www.carbonnews.co.nz/story.asp?storyID=9895","2016-04","2016-W15"
2016-04-22,13.15,"http://www.carbonnews.co.nz/story.asp?storyID=9949","2016-04","2016-W16"
2016-04-29,14.3,"http://www.carbonnews.co.nz/story.asp?storyID=10004","2016-04","2016-W17"
2016-05-06,14.65,"http://www.carbonnews.co.nz/story.asp?storyID=10054","2016-05","2016-W18"
2016-05-12,14.47,"http://www.carbonnews.co.nz/pagearchive.asp?id=5628816257431MQJ","2016-05","2016-W19"
2016-05-19,14.05,"http://www.carbonnews.co.nz/story.asp?storyID=10154","2016-05","2016-W20"
2016-05-27,15,"http://chinacarbon.net.cn/carbon-price-hits-nz15-tonne-benchmark-new-zealand/ http://www.carbonnews.co.nz/story.asp?storyID=10227","2016-05","2016-W21"
2016-05-27,15,"http://www.carbonnews.co.nz/story.asp?storyID=10227","2016-05","2016-W21"
2016-06-03,15.75,"http://www.carbonnews.co.nz/story.asp?storyID=10285","2016-06","2016-W22"
2016-06-10,16.67,"http://www.carbonnews.co.nz/story.asp?storyID=10329","2016-06","2016-W23"
2016-06-14,17.05,"http://carbon-pulse.com/category/new-zealand/","2016-06","2016-W24"
2016-06-15,17.15,"https://commtrade.co.nz/","2016-06","2016-W24"
2016-06-16,17.25,"http://www.carbonnews.co.nz/story.asp?storyID=10373","2016-06","2016-W24"
2016-06-20,18.2,"http://www.carbonforestservices.co.nz/carbon-prices.html","2016-06","2016-W25"
2016-06-24,18.05,"http://www.carbonforestservices.co.nz/carbon-prices.html","2016-06","2016-W25"
2016-06-30,17.85,"http://www.carbonforestservices.co.nz/carbon-prices.html","2016-06","2016-W26"
2016-07-04,17.7,"https://www.commtrade.co.nz/","2016-07","2016-W27"
2016-07-06,17.72,"http://www.carbonnews.co.nz/story.asp?storyID=10521","2016-07","2016-W27"
2016-07-07,18.05,"https://www.commtrade.co.nz/","2016-07","2016-W27"
2016-07-08,17.95,"http://carbon-pulse.com/category/new-zealand/","2016-07","2016-W27"
2016-07-12,17.95,"https://carbonmatch.co.nz/","2016-07","2016-W28"
2016-07-15,17.9,"http://www.carbonnews.co.nz/story.asp?storyID=10590","2016-07","2016-W28"
2016-07-19,17.95,"http://www.carbonforestservices.co.nz/carbon-prices.html","2016-07","2016-W29"
2016-07-20,18.05,"http://www.carbonnews.co.nz/story.asp?storyID=10625","2016-07","2016-W29"
2016-07-22,18.15,"http://carbon-pulse.com/category/new-zealand/","2016-07","2016-W29"
2016-07-25,18.17,"http://carbon-pulse.com/category/new-zealand/","2016-07","2016-W30"
2016-07-26,18.1,"https://commtrade.co.nz/","2016-07","2016-W30"
2016-07-29,18.07,"http://www.carbonnews.co.nz/story.asp?storyID=10697","2016-07","2016-W30"
2016-08-02,18.05,"https://carbonmatch.co.nz/","2016-08","2016-W31"
2016-08-04,17.95,"http://www.carbonforestservices.co.nz/carbon-prices.html","2016-08","2016-W31"
2016-08-11,17.5,"http://carbon-pulse.com/category/new-zealand/","2016-08","2016-W32"
2016-08-18,17.7,"http://www.carbonnews.co.nz/story.asp?storyID=10837","2016-08","2016-W33"
2016-08-22,17.97,"http://www.carbonnews.co.nz/story.asp?storyID=10855","2016-08","2016-W34"
2016-08-24,18,"http://www.carbonnews.co.nz/story.asp?storyID=10877","2016-08","2016-W34"
2016-08-26,18.07,"http://www.carbonnews.co.nz/story.asp?storyID=10895","2016-08","2016-W34"
2016-08-30,18.25,"http://www.carbonnews.co.nz/story.asp?storyID=10914","2016-08","2016-W35"
2016-09-07,18.8,"http://www.carbonnews.co.nz/story.asp?storyID=10982","2016-09","2016-W36"
2016-09-16,18.8,"http://www.carbonnews.co.nz/story.asp?storyID=11056","2016-09","2016-W37"
2016-09-23,18.85,"http://www.carbonnews.co.nz/story.asp?storyID=11111","2016-09","2016-W38"
2016-09-26,18.85,"http://www.carbonnews.co.nz/story.asp?storyID=11118","2016-09","2016-W39"
2016-09-30,18.82,"http://www.carbonnews.co.nz/story.asp?storyID=11171","2016-09","2016-W39"
2016-10-04,18.8,"http://www.carbonnews.co.nz/story.asp?storyID=11191","2016-10","2016-W40"
2016-10-05,18.75,"http://www.carbonnews.co.nz/story.asp?storyID=11197","2016-10","2016-W40"
2016-10-06,18.8,"http://www.carbonnews.co.nz/story.asp?storyID=11207","2016-10","2016-W40"
2016-10-13,18.87,"http://www.carbonnews.co.nz/story.asp?storyID=11260","2016-10","2016-W41"
2016-10-21,18.7,"http://www.carbonnews.co.nz/story.asp?storyID=11321","2016-10","2016-W42"
2016-10-28,18.6,"http://www.carbonnews.co.nz/story.asp?storyID=11362","2016-10","2016-W43"
2016-11-11,18.55,"http://www.carbonnews.co.nz/story.asp?storyID=11464","2016-11","2016-W45"
2016-11-17,18.2,"http://www.carbonnews.co.nz/story.asp?storyID=11502","2016-11","2016-W46"
2016-11-21,17.35,"http://www.carbonnews.co.nz/story.asp?storyID=11522","2016-11","2016-W47"
2016-11-22,17,"http://carbon-pulse.com/27105/","2016-11","2016-W47"
2016-11-25,17.3,"http://www.carbonnews.co.nz/story.asp?storyID=11556","2016-11","2016-W47"
2016-12-02,17.7,"http://www.carbonnews.co.nz/story.asp?storyID=11602","2016-12","2016-W48"
2016-12-09,17.85,"http://www.carbonnews.co.nz/story.asp?storyID=11652","2016-12","2016-W49"
2016-12-16,17.4,"http://www.carbonnews.co.nz/story.asp?storyID=11698","2016-12","2016-W50"
2016-12-19,17,"http://www.carbonnews.co.nz/story.asp?storyID=11709","2016-12","2016-W51"
2016-12-21,17.05,"http://www.carbonnews.co.nz/story.asp?storyID=11725","2016-12","2016-W51"
2017-01-24,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=11739","2017-01","2017-W04"
2017-01-26,17.12,"http://www.carbonnews.co.nz/story.asp?storyID=11758","2017-01","2017-W04"
2017-01-27,17.12,"http://www.carbonnews.co.nz/story.asp?storyID=11767","2017-01","2017-W04"
2017-01-31,16.9,"http://www.carbonnews.co.nz/story.asp?storyID=11775","2017-01","2017-W05"
2017-02-07,17.1,"http://www.carbonnews.co.nz/story.asp?storyID=11813","2017-02","2017-W06"
2017-02-09,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=11831","2017-02","2017-W06"
2017-02-14,17.65,"http://www.carbonnews.co.nz/story.asp?storyID=11861","2017-02","2017-W07"
2017-02-22,18.07,"http://www.carbonnews.co.nz/story.asp?storyID=11916","2017-02","2017-W08"
2017-02-28,18.05,"http://www.carbonnews.co.nz/story.asp?storyID=11950","2017-02","2017-W09"
2017-03-02,17.8,"http://www.carbonnews.co.nz/story.asp?storyID=11969","2017-03","2017-W09"
2017-03-03,17.9,"http://www.carbonnews.co.nz/story.asp?storyID=11978","2017-03","2017-W09"
2017-03-10,17.85,"http://www.carbonnews.co.nz/story.asp?storyID=12022","2017-03","2017-W10"
2017-03-17,17.3,"http://www.carbonnews.co.nz/story.asp?storyID=12063","2017-03","2017-W11"
2017-03-24,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=12106","2017-03","2017-W12"
2017-03-27,17.17,"http://www.carbonnews.co.nz/story.asp?storyID=12113","2017-03","2017-W13"
2017-03-31,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=12152","2017-03","2017-W13"
2017-04-06,17.7,"http://www.carbonnews.co.nz/story.asp?storyID=12190","2017-04","2017-W14"
2017-04-13,17.4,"http://www.carbonnews.co.nz/story.asp?storyID=12235","2017-04","2017-W15"
2017-04-21,17.3,"http://www.carbonnews.co.nz/story.asp?storyID=12269","2017-04","2017-W16"
2017-04-28,17.15,"http://www.carbonnews.co.nz/story.asp?storyID=12300","2017-04","2017-W17"
2017-05-04,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=12331","2017-05","2017-W18"
2017-05-12,17.1,"http://www.carbonnews.co.nz/story.asp?storyID=12391","2017-05","2017-W19"
2017-05-19,16.95,"http://www.carbonnews.co.nz/story.asp?storyID=12434","2017-05","2017-W20"
2017-05-25,16.75,"http://www.carbonnews.co.nz/story.asp?storyID=12468","2017-05","2017-W21"
2017-05-31,16.8,"http://www.carbonnews.co.nz/story.asp?storyID=12504","2017-05","2017-W22"
2017-06-02,16.77,"http://www.carbonnews.co.nz/story.asp?storyID=12523","2017-06","2017-W22"
2017-06-06,16.7,"http://www.carbonnews.co.nz/story.asp?storyID=12531","2017-06","2017-W23"
2017-06-09,16.57,"http://www.carbonnews.co.nz/story.asp?storyID=12555","2017-06","2017-W23"
2017-06-16,16.52,"http://www.carbonnews.co.nz/story.asp?storyID=12605","2017-06","2017-W24"
2017-06-22,16.5,"http://www.carbonnews.co.nz/story.asp?storyID=12646","2017-06","2017-W25"
2017-06-29,17.05,"http://www.carbonnews.co.nz/story.asp?storyID=12691","2017-06","2017-W26"
2017-06-30,17.1,"http://www.carbonnews.co.nz/story.asp?storyID=12695","2017-06","2017-W26"
2017-07-05,17.2,"http://www.carbonnews.co.nz/story.asp?storyID=12726","2017-07","2017-W27"
2017-07-10,17.35,"http://www.carbonnews.co.nz/story.asp?storyID=12755","2017-07","2017-W28"
2017-07-14,17.9,"http://www.carbonnews.co.nz/story.asp?storyID=12793","2017-07","2017-W28"
2017-07-18,17.85,"http://www.carbonnews.co.nz/story.asp?storyID=12815","2017-07","2017-W29"
2017-07-21,17.7,"http://www.carbonnews.co.nz/story.asp?storyID=12842","2017-07","2017-W29"
2017-07-31,17.85,"http://www.carbonnews.co.nz/story.asp?storyID=12891","2017-07","2017-W31"
2017-08-09,17.8,"http://www.carbonnews.co.nz/story.asp?storyID=12958","2017-08","2017-W32"
2017-08-15,17.72,"http://www.carbonnews.co.nz/story.asp?storyID=12994","2017-08","2017-W33"
2017-08-18,17.95,"http://www.carbonnews.co.nz/story.asp?storyID=13017","2017-08","2017-W33"
2017-08-21,17.95,"http://www.carbonnews.co.nz/story.asp?storyID=13028","2017-08","2017-W34"
2017-08-23,18,"http://www.carbonnews.co.nz/story.asp?storyID=13049","2017-08","2017-W34"
2017-08-25,18.02,"http://www.carbonnews.co.nz/story.asp?storyID=13067","2017-08","2017-W34"
2017-08-29,18.1,"http://www.carbonnews.co.nz/story.asp?storyID=13084","2017-08","2017-W35"
2017-08-31,18.2,"http://www.carbonnews.co.nz/story.asp?storyID=13103","2017-08","2017-W35"
2017-09-01,18.25,"http://www.carbonnews.co.nz/story.asp?storyID=13113","2017-09","2017-W35"
2017-09-04,18.35,"http://www.carbonnews.co.nz/story.asp?storyID=13120","2017-09","2017-W36"
2017-09-05,18.35,"http://www.carbonnews.co.nz/story.asp?storyID=13134","2017-09","2017-W36"
2017-09-06,18.4,"http://www.carbonnews.co.nz/story.asp?storyID=13140","2017-09","2017-W36"
2017-09-08,18.22,"http://www.carbonnews.co.nz/story.asp?storyID=13159","2017-09","2017-W36"
2017-09-13,18.3,"http://www.carbonnews.co.nz/story.asp?storyID=13184","2017-09","2017-W37"
2017-09-15,18.3,"http://www.carbonnews.co.nz/story.asp?storyID=13206","2017-09","2017-W37"
2017-09-19,18.3,"http://www.carbonnews.co.nz/story.asp?storyID=13222","2017-09","2017-W38"
2017-09-22,18.15,"http://www.carbonnews.co.nz/story.asp?storyID=13249","2017-09","2017-W38"
2017-09-25,18.2,"http://www.carbonnews.co.nz/story.asp?storyID=13263","2017-09","2017-W39"
2017-09-29,17.97,"http://www.carbonnews.co.nz/story.asp?storyID=13301","2017-09","2017-W39"
2017-10-03,17.95,"http://www.carbonnews.co.nz/story.asp?storyID=13323","2017-10","2017-W40"
2017-10-06,18.1,"http://www.carbonnews.co.nz/story.asp?storyID=13348","2017-10","2017-W40"
2017-10-13,18.4,"http://www.carbonnews.co.nz/story.asp?storyID=13395","2017-10","2017-W41"
2017-10-20,18.4,"http://www.carbonnews.co.nz/story.asp?storyID=13442","2017-10","2017-W42"
2017-10-27,18.95,"http://www.carbonnews.co.nz/story.asp?storyID=13480","2017-10","2017-W43"
2017-10-30,18.4,"http://www.carbonnews.co.nz/story.asp?storyID=13490","2017-10","2017-W44"
2017-10-31,19,"http://www.carbonnews.co.nz/story.asp?storyID=13498","2017-10","2017-W44"
2017-11-01,18.95,"http://www.carbonnews.co.nz/story.asp?storyID=13509","2017-11","2017-W44"
2017-11-02,18.95,"http://www.carbonnews.co.nz/story.asp?storyID=13519","2017-11","2017-W44"
2017-11-03,18.97,"http://www.carbonnews.co.nz/story.asp?storyID=13525","2017-11","2017-W44"
2017-11-06,19.15,"http://www.carbonnews.co.nz/story.asp?storyID=13537","2017-11","2017-W45"
2017-11-07,19.25,"http://www.carbonnews.co.nz/story.asp?storyID=13547","2017-11","2017-W45"
2017-11-08,19.29,"http://www.carbonnews.co.nz/story.asp?storyID=13552","2017-11","2017-W45"
2017-11-09,19.2,"http://www.carbonnews.co.nz/story.asp?storyID=13563","2017-11","2017-W45"
2017-11-10,19.25,"http://www.carbonnews.co.nz/story.asp?storyID=13573","2017-11","2017-W45"
2017-11-13,19.25,"http://www.carbonnews.co.nz/story.asp?storyID=13581","2017-11","2017-W46"
2017-11-15,19.24,"http://www.carbonnews.co.nz/story.asp?storyID=13608","2017-11","2017-W46"
2017-11-16,19.2,"http://www.carbonnews.co.nz/story.asp?storyID=13618","2017-11","2017-W46"
2017-11-20,19.4,"http://www.carbonnews.co.nz/story.asp?storyID=13630","2017-11","2017-W47"
2017-11-22,19.25,"http://www.carbonnews.co.nz/story.asp?storyID=13651","2017-11","2017-W47"
2017-11-24,19.25,"http://www.carbonnews.co.nz/story.asp?storyID=13673","2017-11","2017-W47"
2017-11-29,19.3,"http://www.carbonnews.co.nz/story.asp?storyID=13695","2017-11","2017-W48"
2017-11-30,19.75,"http://www.carbonnews.co.nz/story.asp?storyID=13710","2017-11","2017-W48"
2017-12-04,19.95,"http://www.carbonnews.co.nz/story.asp?storyID=13724","2017-12","2017-W49"
2017-12-05,19.7,"http://www.carbonnews.co.nz/story.asp?storyID=13737","2017-12","2017-W49"
2017-12-06,19.82,"http://www.carbonnews.co.nz/story.asp?storyID=13748","2017-12","2017-W49"
2017-12-07,20.25,"http://www.carbonnews.co.nz/story.asp?storyID=13759","2017-12","2017-W49"
2017-12-08,20.25,"http://www.carbonnews.co.nz/story.asp?storyID=13768","2017-12","2017-W49"
2017-12-11,20.25,"http://www.carbonnews.co.nz/story.asp?storyID=13780","2017-12","2017-W50"
2017-12-12,20.4,"http://www.carbonnews.co.nz/story.asp?storyID=13795","2017-12","2017-W50"
2017-12-13,20.55,"http://www.carbonnews.co.nz/story.asp?storyID=13805","2017-12","2017-W50"
2017-12-14,20.75,"http://www.carbonnews.co.nz/story.asp?storyID=13813","2017-12","2017-W50"
2017-12-15,21,"http://www.carbonnews.co.nz/story.asp?storyID=13821","2017-12","2017-W50"
2018-01-22,21.4,"http://www.carbonnews.co.nz/story.asp?storyID=13831","2018-01","2018-W04"
2018-01-24,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=13852","2018-01","2018-W04"
2018-01-26,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=13873","2018-01","2018-W04"
2018-01-30,21.22,"http://www.carbonnews.co.nz/story.asp?storyID=13881","2018-01","2018-W05"
2018-01-31,21.22,"http://www.carbonnews.co.nz/story.asp?storyID=13891","2018-01","2018-W05"
2018-02-01,21.32,"http://www.carbonnews.co.nz/story.asp?storyID=13901","2018-02","2018-W05"
2018-02-02,21.35,"http://www.carbonnews.co.nz/story.asp?storyID=13909","2018-02","2018-W05"
2018-02-05,21.4,"http://www.carbonnews.co.nz/story.asp?storyID=13915","2018-02","2018-W06"
2018-02-07,21.4,"http://www.carbonnews.co.nz/story.asp?storyID=13923","2018-02","2018-W06"
2018-02-08,21.45,"http://www.carbonnews.co.nz/story.asp?storyID=13938","2018-02","2018-W06"
2018-02-09,21.5,"http://www.carbonnews.co.nz/story.asp?storyID=13948","2018-02","2018-W06"
2018-02-12,21.55,"http://www.carbonnews.co.nz/story.asp?storyID=13950","2018-02","2018-W07"
2018-02-13,21.5,"http://www.carbonnews.co.nz/story.asp?storyID=13964","2018-02","2018-W07"
2018-02-14,21.52,"http://www.carbonnews.co.nz/story.asp?storyID=13972","2018-02","2018-W07"
2018-02-15,21.55,"http://www.carbonnews.co.nz/story.asp?storyID=13983","2018-02","2018-W07"
2018-02-16,21.5,"http://www.carbonnews.co.nz/story.asp?storyID=13989","2018-02","2018-W07"
2018-02-20,21.42,"http://www.carbonnews.co.nz/story.asp?storyID=14006","2018-02","2018-W08"
2018-02-21,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14011","2018-02","2018-W08"
2018-02-23,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14028","2018-02","2018-W08"
2018-02-25,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14034","2018-02","2018-W08"
2018-02-28,21.85,"http://www.carbonnews.co.nz/story.asp?storyID=14058","2018-02","2018-W09"
2018-03-01,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14063","2018-03","2018-W09"
2018-03-02,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14074","2018-03","2018-W09"
2018-03-05,20.9,"http://www.carbonnews.co.nz/story.asp?storyID=14076","2018-03","2018-W10"
2018-03-06,20.9,"http://www.carbonnews.co.nz/story.asp?storyID=14089","2018-03","2018-W10"
2018-03-07,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14098","2018-03","2018-W10"
2018-03-09,20.9,"http://www.carbonnews.co.nz/story.asp?storyID=14109","2018-03","2018-W10"
2018-03-12,21,"http://www.carbonnews.co.nz/story.asp?storyID=14118","2018-03","2018-W11"
2018-03-13,20.8,"http://www.carbonnews.co.nz/story.asp?storyID=14130","2018-03","2018-W11"
2018-03-14,20.9,"http://www.carbonnews.co.nz/story.asp?storyID=14138","2018-03","2018-W11"
2018-03-15,20.92,"http://www.carbonnews.co.nz/story.asp?storyID=14144","2018-03","2018-W11"
2018-03-16,20.93,"http://www.carbonnews.co.nz/story.asp?storyID=14154","2018-03","2018-W11"
2018-03-17,20.94,"http://www.carbonnews.co.nz/story.asp?storyID=14156","2018-03","2018-W11"
2018-03-20,20.93,"http://www.carbonnews.co.nz/story.asp?storyID=14172","2018-03","2018-W12"
2018-03-21,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14176","2018-03","2018-W12"
2018-03-22,20.93,"http://www.carbonnews.co.nz/story.asp?storyID=14188","2018-03","2018-W12"
2018-03-23,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14196","2018-03","2018-W12"
2018-03-26,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14198","2018-03","2018-W13"
2018-03-27,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14211","2018-03","2018-W13"
2018-03-28,21,"http://www.carbonnews.co.nz/story.asp?storyID=14217","2018-03","2018-W13"
2018-03-29,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14225","2018-03","2018-W13"
2018-04-03,21.02,"http://www.carbonnews.co.nz/story.asp?storyID=14228","2018-04","2018-W14"
2018-04-04,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14237","2018-04","2018-W14"
2018-04-05,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14247","2018-04","2018-W14"
2018-04-06,21.1,"http://www.carbonnews.co.nz/story.asp?storyID=14256","2018-04","2018-W14"
2018-04-09,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14259","2018-04","2018-W15"
2018-04-10,21.22,"http://www.carbonnews.co.nz/story.asp?storyID=14273","2018-04","2018-W15"
2018-04-11,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14275","2018-04","2018-W15"
2018-04-12,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14287","2018-04","2018-W15"
2018-04-13,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14295","2018-04","2018-W15"
2018-04-16,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14298","2018-04","2018-W16"
2018-04-17,21.27,"http://www.carbonnews.co.nz/story.asp?storyID=14310","2018-04","2018-W16"
2018-04-18,21.27,"http://www.carbonnews.co.nz/story.asp?storyID=14319","2018-04","2018-W16"
2018-04-19,21.3,"http://www.carbonnews.co.nz/story.asp?storyID=14325","2018-04","2018-W16"
2018-04-20,21.3,"http://www.carbonnews.co.nz/story.asp?storyID=14335","2018-04","2018-W16"
2018-04-23,21.35,"http://www.carbonnews.co.nz/story.asp?storyID=14344","2018-04","2018-W17"
2018-04-24,21.35,"http://www.carbonnews.co.nz/story.asp?storyID=14352","2018-04","2018-W17"
2018-04-26,21.26,"http://www.carbonnews.co.nz/story.asp?storyID=14356","2018-04","2018-W17"
2018-04-27,21.27,"http://www.carbonnews.co.nz/story.asp?storyID=14367","2018-04","2018-W17"
2018-04-30,21.55,"http://www.carbonnews.co.nz/story.asp?storyID=14372","2018-04","2018-W18"
2018-05-01,21.5,"http://www.carbonnews.co.nz/story.asp?storyID=14386","2018-05","2018-W18"
2018-05-03,21.47,"http://www.carbonnews.co.nz/story.asp?storyID=14397","2018-05","2018-W18"
2018-05-04,21.45,"http://www.carbonnews.co.nz/story.asp?storyID=14408","2018-05","2018-W18"
2018-05-07,21.45,"http://www.carbonnews.co.nz/story.asp?storyID=14412","2018-05","2018-W19"
2018-05-08,21.45,"http://www.carbonnews.co.nz/story.asp?storyID=14425","2018-05","2018-W19"
2018-05-09,21.35,"http://www.carbonnews.co.nz/story.asp?storyID=14429","2018-05","2018-W19"
2018-05-10,21.3,"http://www.carbonnews.co.nz/story.asp?storyID=14440","2018-05","2018-W19"
2018-05-14,21.3,"http://www.carbonnews.co.nz/story.asp?storyID=14452","2018-05","2018-W20"
2018-05-15,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14464","2018-05","2018-W20"
2018-05-16,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14474","2018-05","2018-W20"
2018-05-17,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14480","2018-05","2018-W20"
2018-05-18,21.25,"http://www.carbonnews.co.nz/story.asp?storyID=14489","2018-05","2018-W20"
2018-05-21,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14493","2018-05","2018-W21"
2018-05-23,21.2,"http://www.carbonnews.co.nz/story.asp?storyID=14513","2018-05","2018-W21"
2018-05-25,21.15,"http://www.carbonnews.co.nz/story.asp?storyID=14530","2018-05","2018-W21"
2018-05-28,21,"http://www.carbonnews.co.nz/story.asp?storyID=14532","2018-05","2018-W22"
2018-05-30,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14554","2018-05","2018-W22"
2018-06-01,20.95,"http://www.carbonnews.co.nz/story.asp?storyID=14567","2018-06","2018-W22"
2018-06-05,20.8,"http://www.carbonnews.co.nz/story.asp?storyID=14578","2018-06","2018-W23"
2018-06-05,20.8,"http://www.carbonnews.co.nz/story.asp?storyID=14578","2018-06","2018-W23"
2018-06-06,20.55,"http://www.carbonnews.co.nz/story.asp?storyID=14587","2018-06","2018-W23"
2018-06-07,20.75,"http://www.carbonnews.co.nz/story.asp?storyID=14590","2018-06","2018-W23"
2018-06-08,20.65,"http://www.carbonnews.co.nz/story.asp?storyID=14599","2018-06","2018-W23"
